accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists_per90,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists_per90,expectedGoals_per90,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals_per90,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,Team,player id,team id,position,weight,height,dob,preferred_foot,country,contract_until,name_key,Name,market_value_eur,league,season,minutesPlayed_total,appearances_total,goals_overperformance_per90,assists_overperformance_per90
0.81,0.88,35.14,10.17,0.54,61.54,16.33,6.91,23.25,83.25,0.54,38.1,0.88,1.49,0.2,0.0,0.0,0.0,3.05,0.47,0.34,0.75,0.0,0.2,1.49,0.0,0.0,1.49,0.47,5.9,0.0,0.07,0.2,0.42,1.15,0.0,21.05,0.0,0.54,0.75,1.49,1.49,0.0,0.54,0.0,,3.19,38.84,0.0,0.0,0.07,4.68,0.2,2.17,0.0,1.02,0.27,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74,0.54,0.0,6.95,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.07,1.97,0.61,0.68,1.15,1.29,39.58,0.0,0.81,0.54,66.67,2.17,1.29,3.25,2.51,3.73,38.73,0.88,20.13,7.79,27.92,10.37,2.58,0.14,44.53,1.08,0.07,0.0,Olympique de Marseille,859026,1641,F,72.0,180.0,2000-02-16 00:00:00+00:00,Right,Algeria,2029-06-30 00:00:00+00:00,aminegouiri,Amine Gouiri,28000000.0,France Ligue 1,25/26,1328,22,0.12,0.0
1.24,0.88,19.54,12.65,0.99,39.58,22.55,15.24,37.79,84.38,0.83,61.54,0.52,1.35,0.1,0.0,0.0,0.0,4.3,0.41,0.0,0.16,0.16,1.61,1.35,0.0,0.0,0.26,0.73,3.06,0.0,0.0,0.14,0.05,1.35,0.0,15.38,0.0,0.1,0.21,1.09,0.83,0.26,0.1,0.0,,2.96,53.77,0.05,0.0,0.0,7.0,1.45,1.35,0.0,1.04,0.26,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.22,0.47,0.0,6.95,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,868.0,0.0,0.0,0.31,0.36,0.36,0.16,0.36,50.0,0.0,1.97,1.19,60.53,1.35,2.85,0.73,4.51,3.78,55.3,2.49,27.94,16.85,44.79,9.37,0.67,0.05,70.04,0.62,0.21,0.05,RC Lens,579576,1648,M,70.0,172.0,1993-04-26 00:00:00+00:00,Right,France,2028-06-30 00:00:00+00:00,rubenaguilar,Ruben Aguilar,2500000.0,France Ligue 1,25/26,1736,26,0.05,-0.04
1.42,2.42,29.96,9.81,1.96,47.41,19.42,16.85,36.27,80.38,0.32,39.13,0.5,1.07,0.21,0.0,0.0,0.0,5.05,0.57,0.04,0.25,0.11,2.31,1.07,0.0,0.0,0.64,1.1,3.52,0.0,0.18,0.25,0.05,0.78,0.0,4.35,0.0,0.04,0.25,1.92,1.71,0.21,0.04,0.0,,3.88,56.19,0.0,0.0,0.0,8.85,1.67,2.35,0.0,1.0,0.04,0.21,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.04,17.74,0.36,0.0,6.95,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,2531.0,0.0,0.14,0.32,0.5,0.36,0.21,0.96,61.36,0.0,2.31,1.24,53.85,2.31,3.91,1.56,8.07,4.2,54.38,4.12,26.28,18.85,45.12,7.42,0.82,0.07,73.93,0.6,0.0,0.0,Nice,821728,1661,M,70.0,178.0,1992-09-25 00:00:00+00:00,Right,France,2028-06-30 00:00:00+00:00,jonathanclauss,Jonathan Clauss,4000000.0,France Ligue 1,25/26,2531,30,-0.01,-0.04
0.71,0.0,0.0,0.12,1.76,39.47,0.41,20.18,20.59,87.72,0.12,100.0,0.0,1.0,0.0,0.0,0.0,0.0,6.35,0.0,0.0,0.0,0.53,0.47,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,,0.0,0.0,0.0,3.29,0.0,0.0,0.76,0.59,0.18,0.0,0.0,-0.02,0.06,100.0,0.0,0.41,0.0,2.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.06,0.0,3.0,0.0,0.24,6.95,0.0,0.0,0.18,1.35,0.59,1.94,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.18,100.0,4.47,2.24,21.24,23.47,6.95,0.0,0.06,30.12,0.06,0.0,0.0,Paris Saint-Germain,996953,1644,G,,188.0,2001-11-06 00:00:00+00:00,Right,France,2030-06-30 00:00:00+00:00,lucaschevalier,Lucas Chevalier,25000000.0,France Ligue 1,25/26,1530,17,,0.0
1.66,0.51,22.22,10.79,2.06,44.53,21.9,18.15,40.06,83.33,1.05,58.0,0.76,1.19,0.07,0.0,0.0,0.0,4.84,0.22,0.0,0.11,0.14,2.13,1.19,0.0,0.0,0.54,1.12,3.83,0.0,0.04,0.19,0.02,1.15,0.0,7.14,0.0,0.04,0.11,1.59,1.48,0.11,0.04,0.0,,3.18,50.87,0.04,0.0,0.0,8.01,1.05,1.26,0.0,1.01,0.11,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,0.43,0.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2494.0,0.0,0.0,0.18,0.32,0.22,0.18,0.11,30.0,0.0,2.2,1.59,72.13,1.26,3.43,0.36,2.27,4.22,52.47,4.62,27.64,20.43,48.07,8.28,0.51,0.04,66.0,0.9,0.29,0.0,AS Monaco,825846,1653,D,,183.0,1999-09-30 00:00:00+00:00,Right,Netherlands,2029-06-30 00:00:00+00:00,jordanteze,Jordan Teze,15000000.0,France Ligue 1,25/26,2494,33,0.02,-0.12
1.27,0.8,29.33,13.13,1.38,66.67,24.22,14.0,38.22,86.72,0.47,43.33,0.62,1.16,0.04,0.0,0.0,0.0,4.62,0.18,0.29,0.55,0.15,0.33,1.16,0.0,0.0,1.05,0.87,4.55,0.0,0.04,0.18,0.29,1.02,0.0,16.0,0.0,0.29,0.33,0.95,0.84,0.11,0.29,0.0,,3.2,44.9,0.0,0.0,0.15,5.85,0.4,2.0,0.11,1.05,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.04,11.64,0.87,0.0,6.95,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,309.38,0.0,0.04,1.09,0.73,0.65,0.62,0.73,42.55,0.0,0.91,0.47,52.0,1.89,2.07,1.71,2.73,3.67,44.69,2.07,28.8,15.27,44.07,8.08,1.82,0.0,59.49,1.56,0.22,0.0,Lille,1138804,1643,M,,180.0,2003-04-10 00:00:00+00:00,Right,Iceland,2030-06-30 00:00:00+00:00,hakonarnarharaldsson,Hákon Arnar Haraldsson,25000000.0,France Ligue 1,25/26,2475,32,0.0,-0.14
3.25,0.0,0.0,0.84,5.19,39.71,2.5,26.16,28.66,77.45,0.22,87.5,0.03,1.0,0.0,0.0,0.0,0.0,7.97,0.0,0.0,0.0,0.31,0.63,1.0,0.0,0.0,0.0,0.03,0.09,0.06,0.06,0.0,,0.03,0.0,0.0,5.53,0.0,0.0,1.38,1.22,0.16,0.0,0.0,-0.02,0.19,75.0,0.0,0.59,0.0,8.34,0.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.19,0.0,0.06,0.0,8.56,0.0,0.16,6.95,0.0,0.0,0.78,1.91,0.78,2.72,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.06,0.03,50.0,0.06,5.94,0.0,0.0,0.41,81.25,13.06,8.34,28.66,37.0,6.95,0.0,0.06,45.97,0.22,0.16,0.0,Stade Rennais,164055,1658,G,79.0,186.0,1994-04-25 00:00:00+00:00,Left,France,2029-06-30 00:00:00+00:00,bricesamba,Brice Samba,7000000.0,France Ligue 1,25/26,2880,32,,0.0
1.75,0.23,21.43,11.16,2.13,60.87,20.28,21.42,41.7,87.28,0.68,56.25,0.53,1.14,0.15,0.0,0.0,0.0,6.76,0.15,0.15,0.53,0.23,0.99,1.14,0.0,0.0,1.22,1.52,4.94,0.0,0.0,0.11,0.1,1.14,0.0,3.45,0.08,0.08,0.23,1.59,1.29,0.3,0.0,0.08,,4.03,47.75,0.0,0.0,0.0,6.08,2.28,1.44,0.0,0.99,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,0.76,0.0,6.95,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1185.0,0.0,0.15,0.38,1.82,0.84,0.84,0.3,36.36,0.0,2.43,1.37,56.25,1.44,2.89,0.84,1.06,4.71,48.82,3.49,24.99,22.78,47.77,7.91,2.2,0.08,65.39,1.29,0.15,0.0,Toulouse,1410217,1681,M,,182.0,2003-09-04 00:00:00+00:00,Right,Senegal,2030-06-30 00:00:00+00:00,papedembadiop,Pape Demba Diop,9000000.0,France Ligue 1,25/26,1185,15,-0.02,0.04
3.91,0.0,0.0,4.19,5.04,48.83,12.86,33.83,46.69,84.65,1.77,68.75,0.81,1.05,0.08,0.0,0.0,0.0,3.83,0.08,0.0,0.16,0.2,7.34,1.05,0.0,0.0,0.12,0.4,2.42,0.0,0.12,0.05,0.02,0.93,0.0,9.09,3.1,0.04,0.12,1.61,1.41,0.2,0.04,0.0,,2.1,56.52,0.04,0.0,0.0,8.47,0.81,0.4,0.0,1.01,0.04,0.69,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,0.0,0.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2232.0,0.0,0.04,0.4,0.04,0.12,0.16,0.16,50.0,0.0,1.13,0.73,64.29,0.4,7.34,0.32,0.08,3.87,61.54,10.32,19.48,35.69,55.16,7.28,0.44,0.12,69.52,0.85,0.28,0.0,Nantes,804764,1647,D,82.0,189.0,1997-01-01 00:00:00+00:00,Right,Nigeria,2028-06-30 00:00:00+00:00,chidozieawaziem,Chidozie Awaziem,2500000.0,France Ligue 1,25/26,2232,26,0.02,0.03
1.55,0.0,0.0,0.55,5.82,34.13,3.41,22.23,25.64,69.37,0.18,100.0,0.0,1.0,0.0,0.0,0.0,0.0,8.41,0.0,0.0,0.0,0.32,0.73,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,0.0,0.0,0.0,8.59,0.0,0.0,1.32,1.32,0.0,0.0,0.0,0.03,0.14,100.0,0.0,0.59,0.0,11.32,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.05,0.0,11.68,0.0,0.23,6.95,0.0,0.0,0.45,1.82,0.73,2.68,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.32,100.0,17.05,12.68,24.27,36.95,6.95,0.0,0.05,46.77,0.23,0.09,0.0,Paris FC,38440,6070,G,88.0,189.0,1990-07-08 00:00:00+00:00,Right,Germany,2028-06-30 00:00:00+00:00,kevintrapp,Kevin Trapp,1800000.0,France Ligue 1,25/26,1980,22,,0.0
1.59,1.0,33.33,14.73,0.73,42.31,22.17,13.34,35.51,88.87,0.46,33.33,0.93,1.66,0.27,0.0,0.0,0.0,4.58,0.33,0.07,0.13,0.2,1.26,1.66,0.0,0.07,0.46,0.93,4.58,0.0,0.07,0.22,0.06,1.73,0.0,25.0,0.0,0.13,0.4,1.13,0.86,0.27,0.13,0.0,,3.45,48.6,0.07,0.0,0.0,4.45,0.73,1.59,0.0,0.93,0.07,0.13,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.07,9.76,0.4,0.0,6.94,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,678.0,0.0,0.0,0.4,0.13,0.2,0.2,0.27,26.67,0.0,2.26,1.46,64.71,1.53,2.39,1.0,2.99,3.92,46.09,1.73,25.42,14.54,39.96,11.52,0.53,0.13,62.46,0.93,0.27,0.0,RC Lens,966849,1648,M,,178.0,1999-07-18 00:00:00+00:00,Right,Saudi Arabia,2029-06-30 00:00:00+00:00,saudabdulhamid,Saud Abdulhamid,9000000.0,France Ligue 1,25/26,1356,25,0.07,0.05
2.59,0.09,50.0,5.51,4.08,53.99,18.06,41.46,59.52,89.42,1.48,58.18,1.07,1.07,0.05,0.0,0.0,0.0,4.77,0.05,0.0,0.09,0.19,5.98,1.07,0.0,0.09,0.05,0.74,2.92,0.05,0.19,0.03,0.02,1.02,0.0,33.33,1.85,0.09,0.14,2.22,1.81,0.42,0.09,0.0,,2.96,61.54,0.05,0.0,0.0,7.04,1.76,0.14,0.05,1.02,0.0,1.11,0.05,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,8.11,0.05,0.0,6.94,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.5,0.0,0.0,0.28,0.0,0.09,0.09,0.14,50.0,0.0,2.13,1.57,73.91,0.14,4.59,0.28,0.19,4.45,60.38,7.55,21.68,44.88,66.56,7.4,0.28,0.14,82.54,0.69,0.23,0.0,Metz,1471683,1651,D,,185.0,2004-06-10 00:00:00+00:00,Right,Senegal,2031-06-30 00:00:00+00:00,sadibousane,Sadibou Sané,7000000.0,France Ligue 1,25/26,1943,23,0.07,0.02
1.94,0.11,42.86,3.04,3.22,42.13,8.23,28.87,37.1,84.0,2.86,59.56,1.94,1.02,0.11,0.0,0.0,0.0,2.54,0.21,0.04,0.0,0.32,6.47,1.02,0.0,0.0,0.04,0.49,3.29,0.04,0.0,0.05,0.03,0.99,0.0,8.33,0.6,0.04,0.14,1.52,1.27,0.25,0.04,0.0,,1.84,57.78,0.04,0.0,0.0,7.07,1.13,0.42,0.0,1.02,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,7.7,0.11,0.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547.0,0.0,0.0,0.42,0.0,0.21,0.21,0.04,50.0,0.0,1.27,0.71,55.56,0.42,4.17,0.07,0.25,4.7,58.85,7.63,13.6,30.57,44.17,7.11,0.42,0.11,58.13,0.71,0.21,0.0,Stade Brestois,328035,1715,D,74.0,181.0,1994-12-22 00:00:00+00:00,Right,France,2027-06-30 00:00:00+00:00,brendanchardonnet,Brendan Chardonnet,4000000.0,France Ligue 1,25/26,2547,29,0.01,0.06
3.89,0.23,29.41,9.61,3.75,51.9,20.23,18.36,38.59,82.73,0.5,52.38,0.46,1.1,0.14,0.0,0.0,0.0,5.81,0.18,0.05,0.5,0.18,1.65,1.1,0.0,0.0,0.46,1.74,4.53,0.05,0.09,0.09,0.06,1.37,0.0,3.23,0.05,0.05,0.18,1.42,1.33,0.09,0.05,0.0,,4.76,53.89,0.0,0.0,0.0,8.06,1.05,0.87,0.0,1.01,0.0,0.37,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,10.8,0.64,0.0,6.93,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,0.0,0.05,0.69,0.73,0.64,0.27,0.46,43.48,0.0,2.98,1.83,61.54,0.87,5.68,1.05,0.78,5.26,53.74,7.23,25.41,21.24,46.65,7.62,1.42,0.0,62.26,1.33,0.23,0.05,Paris FC,801306,6070,M,67.0,185.0,1993-05-25 00:00:00+00:00,Right,France,2027-06-30 00:00:00+00:00,pierreleesmelou,Pierre Lees-Melou,4500000.0,France Ligue 1,25/26,1966,24,-0.01,0.05
3.29,0.12,37.5,10.34,4.18,62.07,23.55,33.3,56.85,88.12,0.66,60.71,0.43,1.08,0.0,0.0,0.0,0.0,4.96,0.08,0.04,0.35,0.23,1.74,1.08,0.0,0.0,0.46,1.12,3.41,0.04,0.12,0.04,0.03,0.93,0.0,4.55,1.28,0.04,0.04,1.59,1.39,0.19,0.0,0.04,,2.75,47.97,0.0,0.0,0.0,7.67,1.05,0.62,0.04,1.05,0.04,0.15,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,9.76,0.39,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324.0,0.0,0.0,0.19,0.66,0.31,0.19,0.35,37.5,0.0,1.36,0.81,60.0,0.62,5.62,0.93,0.31,3.41,50.0,6.74,28.54,35.98,64.52,7.52,0.85,0.0,75.13,1.05,0.27,0.0,Lorient,296434,1656,M,65.0,170.0,1993-02-01 00:00:00+00:00,Right,France,2029-06-30 00:00:00+00:00,laurentabergel,Laurent Abergel,1800000.0,France Ligue 1,25/26,2324,28,0.01,-0.04
1.95,0.0,0.0,0.22,4.5,43.32,1.72,17.79,19.51,75.65,0.33,100.0,0.0,1.06,0.0,0.0,0.0,0.0,9.45,0.0,0.0,0.0,0.28,0.5,1.06,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,,0.0,0.0,0.0,5.73,0.0,0.0,1.5,1.39,0.11,0.0,0.0,-0.07,0.22,80.0,0.0,0.78,0.0,6.28,0.06,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,6.45,0.0,0.17,6.93,0.0,0.0,0.56,1.56,1.17,2.72,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.56,90.91,10.4,6.17,19.62,25.79,7.32,0.0,0.0,35.08,0.17,0.06,0.0,AS Monaco,868964,1653,G,75.0,191.0,1998-04-02 00:00:00+00:00,Right,Switzerland,2028-06-30 00:00:00+00:00,philippkohn,Philipp Köhn,3500000.0,France Ligue 1,25/26,1619,19,,0.0
1.65,1.4,27.73,13.64,1.06,38.46,28.18,19.19,47.37,88.73,0.97,58.97,0.68,1.19,0.13,0.0,0.0,0.0,3.43,0.34,0.0,0.25,0.25,2.42,1.19,0.0,0.0,0.42,0.47,2.84,0.0,0.04,0.23,0.02,0.68,0.0,0.0,0.0,0.0,0.13,1.27,1.27,0.0,0.0,0.0,,3.05,58.54,0.0,0.0,0.0,6.02,1.48,1.95,0.0,0.97,0.08,0.34,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,12.25,0.38,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.21,0.42,0.3,0.08,0.34,36.36,0.0,1.99,1.36,68.09,1.95,3.26,0.93,5.04,4.03,58.64,2.75,32.46,20.93,53.39,8.22,0.64,0.04,77.2,0.72,0.13,0.0,Olympique de Marseille,155997,1641,D,63.0,176.0,1994-08-03 00:00:00+00:00,Left,Italy,2027-06-30 00:00:00+00:00,emerson,Emerson,9000000.0,France Ligue 1,25/26,2124,28,-0.02,-0.1
1.43,0.13,20.0,4.51,1.97,41.06,15.99,36.97,52.97,90.66,1.24,54.93,1.02,1.02,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.03,0.35,4.63,1.02,0.0,0.0,0.13,0.32,2.79,0.0,0.03,0.03,0.0,1.11,0.0,0.0,0.76,0.0,0.0,1.27,1.05,0.22,0.0,0.0,,2.51,58.52,0.0,0.0,0.0,5.46,0.92,0.06,0.0,1.02,0.0,0.89,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,7.08,0.1,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.13,0.13,0.0,0.25,53.33,0.0,1.24,0.57,46.15,0.06,3.3,0.48,0.63,3.74,57.28,4.79,19.52,38.91,58.42,7.03,0.16,0.13,72.17,1.14,0.16,0.0,Olympique Lyonnais,152813,1649,D,72.0,180.0,1992-11-07 00:00:00+00:00,Right,Angola,2028-06-30 00:00:00+00:00,clintonmata,Clinton Mata,2500000.0,France Ligue 1,25/26,2836,32,0.0,-0.03
2.3,0.39,23.53,6.38,2.59,50.96,14.32,16.89,31.21,80.92,0.84,60.47,0.55,1.07,0.03,0.0,0.0,0.0,4.18,0.0,0.06,0.23,0.26,2.88,1.07,0.0,0.0,0.13,0.97,2.82,0.0,0.03,0.04,0.04,0.91,0.0,8.0,0.0,0.06,0.1,1.52,1.26,0.26,0.0,0.06,,2.63,53.64,0.0,0.0,0.0,7.36,1.52,0.36,0.0,1.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,0.19,0.0,6.92,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1388.5,0.0,0.0,0.1,0.71,0.32,0.26,0.13,33.33,0.0,2.14,1.17,54.55,0.36,4.7,0.39,1.65,3.47,55.15,5.09,19.74,18.83,38.57,7.41,0.81,0.03,52.5,0.39,0.06,0.0,Stade Brestois,976396,1715,M,,179.0,2001-09-24 00:00:00+00:00,Right,France,2029-06-30 00:00:00+00:00,jorischotard,Joris Chotard,7000000.0,France Ligue 1,25/26,2777,33,0.02,-0.01
0.53,0.09,6.9,6.11,0.31,46.67,9.33,6.55,15.88,81.49,0.57,36.11,1.01,1.32,0.22,0.0,0.0,0.0,1.72,0.35,0.92,0.31,0.0,0.53,1.32,0.0,0.0,0.53,0.44,3.21,0.04,0.0,0.17,0.58,0.84,0.0,16.67,0.0,0.44,0.66,1.14,1.1,0.04,0.44,0.0,,1.54,41.18,0.0,0.0,0.04,3.61,0.22,1.14,0.04,1.01,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,7.87,0.4,0.0,6.92,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,204.6,0.0,0.0,2.46,0.18,0.84,1.5,0.48,55.0,0.0,0.35,0.22,62.5,1.14,1.28,0.88,1.28,2.11,39.67,0.66,12.1,7.39,19.49,9.14,2.64,0.09,30.92,0.7,0.04,0.0,Olympique de Marseille,51498,1641,F,80.0,187.0,1989-06-18 00:00:00+00:00,Right,Gabon,2027-06-30 00:00:00+00:00,pierreemerickaubameyang,Pierre-Emerick Aubameyang,2500000.0,France Ligue 1,25/26,2046,30,-0.14,0.05
0.34,0.72,17.36,7.24,0.55,34.78,13.68,12.47,26.15,86.84,0.28,26.67,0.76,1.07,0.21,0.0,0.0,0.0,4.03,0.28,0.03,0.03,0.17,1.79,1.07,0.0,0.0,0.59,0.31,3.17,0.03,0.0,0.12,0.02,0.52,0.03,22.22,0.0,0.07,0.28,1.41,1.27,0.14,0.03,0.03,,3.96,62.16,0.03,0.0,0.03,3.96,0.79,1.1,0.03,1.03,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,10.89,0.38,0.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.0,0.86,0.14,0.14,0.17,0.1,0.17,1.27,53.62,0.0,0.9,0.62,69.23,1.1,0.96,2.38,4.17,4.24,57.21,1.58,16.19,13.92,30.11,7.39,0.31,0.1,51.41,1.83,0.14,0.0,Lorient,1855502,1656,M,,178.0,2004-09-11 00:00:00+00:00,Left,Burkina Faso,2029-06-30 00:00:00+00:00,arsenekouassi,Arsène Kouassi,15000000.0,France Ligue 1,25/26,2612,31,0.05,0.09
1.14,0.32,12.5,11.72,1.36,63.83,19.54,6.72,26.26,82.69,0.82,33.96,1.59,1.36,0.23,0.0,0.0,0.0,4.13,0.23,0.23,0.5,0.14,1.0,1.36,0.0,0.0,0.91,0.77,6.72,0.05,0.0,0.12,0.29,0.95,0.0,10.53,0.0,0.27,0.5,1.27,1.27,0.0,0.18,0.09,,4.04,44.06,0.0,0.0,0.0,5.5,0.68,1.32,0.05,1.0,0.41,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,13.54,0.77,0.0,6.92,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,330.17,0.0,0.09,1.5,1.09,1.04,1.04,1.23,32.53,0.0,1.32,0.59,44.83,1.32,2.09,3.77,2.54,4.86,41.96,2.14,24.22,7.54,31.76,9.43,2.59,0.14,51.7,1.54,0.14,0.0,Olympique de Marseille,981815,1641,M,,168.0,2000-06-28 00:00:00+00:00,Right,Brazil,2030-06-30 00:00:00+00:00,igorpaixao,Igor Paixão,35000000.0,France Ligue 1,25/26,1981,30,-0.02,0.11
1.21,0.06,22.22,5.23,1.02,65.31,9.85,7.33,17.18,69.64,5.45,57.58,4.02,1.02,0.29,0.0,0.0,0.0,2.36,0.16,0.35,0.38,0.26,1.37,1.02,0.0,0.03,0.96,0.51,7.52,0.0,0.06,0.07,0.3,2.07,0.0,14.29,0.0,0.26,0.54,1.56,1.31,0.26,0.26,0.0,,2.96,45.81,0.1,0.0,0.1,7.49,0.41,1.31,0.1,1.02,0.45,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,11.8,0.67,0.0,6.92,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,352.88,0.0,0.0,1.53,0.26,0.86,0.54,0.38,66.67,0.0,0.89,0.64,71.43,1.31,1.63,0.57,0.29,8.42,52.8,1.56,15.94,8.74,24.68,7.06,1.79,0.1,37.91,1.75,0.29,0.0,Stade Brestois,343971,1715,F,,196.0,1994-02-25 00:00:00+00:00,Left,France,2027-06-30 00:00:00+00:00,ludovicajorque,Ludovic Ajorque,3000000.0,France Ligue 1,25/26,2823,32,-0.04,0.22
